  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/Transposed_Folded_FIR_HLS 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=FIR_HLS.cpp' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(7)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/FIR_HLS.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=FIR_HLS.h' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(8)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/FIR_HLS.h' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=../../Matlab/FIR_normal_HLS.h' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/Matlab/FIR_normal_HLS.h' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=FIR_HLS_TB.cpp' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(10)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/FIR_HLS_TB.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=../../Matlab/TS_HLS_normal.dat' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(11)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/Matlab/TS_HLS_normal.dat' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=../../Matlab/TS_HLS_normal.res' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(12)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/Matlab/TS_HLS_normal.res' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=FIR_HLS' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(13)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xck26-sfvc784-2LV-c' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xck26-sfvc784-2LV-c'
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from C:/HLS-multirate-DSP/HLS_FIR/Transposed_Folded_FIR_HLS/hls_config.cfg(5)
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../FIR_HLS.cpp in debug mode
   Generating csim.exe
In file included from ../../../../FIR_HLS.cpp:1:
In file included from ../../../../FIR_HLS.h:2:
In file included from C:/AMD/Vitis/2024.2/include/ap_fixed.h:9:
In file included from C:/AMD/Vitis/2024.2/include/etc/ap_common.h:658:
In file included from C:/AMD/Vitis/2024.2/include/etc/ap_private.h:68:
In file included from C:/AMD/Vitis/2024.2/include/hls_half.h:26:
In file included from C:/AMD/Vitis/2024.2/include/etc/hls_half_fpo.h:19:
In file included from C:/AMD/Vitis/2024.2/include/hls_fpo.h:140:
In file included from C:/AMD/Vitis/2024.2/include/floating_point_v7_1_bitacc_cmodel.h:150:
C:/AMD/Vitis/2024.2/include/gmp.h:58:9: warning: '__GMP_LIBGMP_DLL' macro redefined [-Wmacro-redefined]
#define __GMP_LIBGMP_DLL  0
        ^
C:/AMD/Vitis/2024.2/include/floating_point_v7_1_bitacc_cmodel.h:142:9: note: previous definition is here
#define __GMP_LIBGMP_DLL 1
        ^
1 warning generated.
INFO: Reading ../../../../../../Matlab/TS_HLS_normal.dat
INFO: Read 460 samples from ../../../../../../Matlab/TS_HLS_normal.dat
INFO: Reading ../../../../../../Matlab/TS_HLS_normal.res
INFO: Read 460 samples from ../../../../../../Matlab/TS_HLS_normal.res
INFO: Input and reference data lengths match.
Mismatch at sample  197: ref=0.205811, dut=0.252625
Mismatch at sample  285: ref=-0.967407, dut=-0.952942
Mismatch at sample  286: ref=-0.929474, dut=-0.906189
Mismatch at sample  287: ref=-0.877167, dut=-0.845123
Mismatch at sample  288: ref=-0.811218, dut=-0.770752
Mismatch at sample  289: ref=-0.732574, dut=-0.684235
Mismatch at sample  290: ref=-0.642303, dut=-0.586914
Mismatch at sample  291: ref=-0.541718, dut=-0.480316
Mismatch at sample  292: ref=-0.432312, dut=-0.36618
Mismatch at sample  293: ref=-0.315796, dut=-0.246246
Mismatch at sample  294: ref=-0.194, dut=-0.122437
Mismatch at sample  295: ref=-0.0689087, dut=0.0032959
Mismatch at sample  296: ref=0.0574341, dut=0.128998
Mismatch at sample  297: ref=0.182892, dut=0.252625
Mismatch at sample  298: ref=0.305359, dut=0.372314
Mismatch at sample  299: ref=0.422852, dut=0.486115
Mismatch at sample  300: ref=0.533447, dut=0.592224
Mismatch at sample  301: ref=0.635315, dut=0.689026
Mismatch at sample  302: ref=0.726929, dut=0.774933
Mismatch at sample  303: ref=0.806885, dut=0.848633
Mismatch at sample  304: ref=0.874023, dut=0.908966
Mismatch at sample  305: ref=0.927368, dut=0.954926
Mismatch at sample  306: ref=0.966156, dut=0.98587
Mismatch at sample  307: ref=0.989929, dut=-0.998779
Mismatch at sample  308: ref=0.998291, dut=-0.999176
Mismatch at sample  309: ref=0.99115, dut=0.984619
Mismatch at sample  310: ref=0.968597, dut=0.952881
Mismatch at sample  311: ref=0.930908, dut=0.906128
Mismatch at sample  312: ref=0.878632, dut=0.845062
Mismatch at sample  313: ref=0.812469, dut=0.770691
Mismatch at sample  314: ref=0.733398, dut=0.684174
Mismatch at sample  315: ref=0.642578, dut=0.586853
Mismatch at sample  316: ref=0.541412, dut=0.480255
Mismatch at sample  317: ref=0.431488, dut=0.366119
Mismatch at sample  318: ref=0.314606, dut=0.246185
Mismatch at sample  319: ref=0.192627, dut=0.122375
Mismatch at sample  320: ref=0.0675964, dut=-0.00335693
Mismatch at sample  321: ref=-0.0585022, dut=-0.129028
Mismatch at sample  322: ref=-0.183563, dut=-0.252686
Mismatch at sample  323: ref=-0.305542, dut=-0.372375
Mismatch at sample  324: ref=-0.422546, dut=-0.486176
Mismatch at sample  325: ref=-0.532684, dut=-0.592285
Mismatch at sample  326: ref=-0.634277, dut=-0.689087
Mismatch at sample  327: ref=-0.7258, dut=-0.774994
Mismatch at sample  328: ref=-0.805817, dut=-0.848694
Mismatch at sample  329: ref=-0.87323, dut=-0.909027
Mismatch at sample  330: ref=-0.926941, dut=-0.954987
Mismatch at sample  331: ref=-0.966187, dut=-0.985931
Mismatch at sample  332: ref=-0.990387, dut=0.998718
Mismatch at sample  333: ref=-0.999084, dut=0.999115
Mismatch at sample  334: ref=-0.992157, dut=-0.98468
Mismatch at sample  335: ref=-0.969666, dut=-0.952942
Mismatch at sample  336: ref=-0.931854, dut=-0.906189
Mismatch at sample  337: ref=-0.879333, dut=-0.845123
Mismatch at sample  338: ref=-0.812805, dut=-0.770752
Mismatch at sample  339: ref=-0.733307, dut=-0.684235
Mismatch at sample  340: ref=-0.64212, dut=-0.586914
Mismatch at sample  341: ref=-0.54068, dut=-0.480316
Mismatch at sample  342: ref=-0.430634, dut=-0.36618
Mismatch at sample  343: ref=-0.313751, dut=-0.246246
Mismatch at sample  344: ref=-0.191895, dut=-0.122437
Mismatch at sample  345: ref=-0.0671082, dut=0.0032959
Mismatch at sample  346: ref=0.0586243, dut=0.128998
Mismatch at sample  347: ref=0.18335, dut=0.252625
Mismatch at sample  348: ref=0.305023, dut=0.372314
Mismatch at sample  349: ref=0.421783, dut=0.486115
Mismatch at sample  350: ref=0.53183, dut=0.592224
Mismatch at sample  351: ref=0.633484, dut=0.689026
Mismatch at sample  352: ref=0.725128, dut=0.774933
Mismatch at sample  353: ref=0.80542, dut=0.848633
Mismatch at sample  354: ref=0.873108, dut=0.908966
Mismatch at sample  355: ref=0.927155, dut=0.954926
Mismatch at sample  356: ref=0.966644, dut=0.98587
Mismatch at sample  357: ref=0.990997, dut=-0.998779
Mismatch at sample  358: ref=0.999786, dut=-0.999176
Mismatch at sample  359: ref=0.992798, dut=0.984619
Mismatch at sample  360: ref=0.970123, dut=0.952881
Mismatch at sample  361: ref=0.932098, dut=0.906128
Mismatch at sample  362: ref=0.879272, dut=0.845062
Mismatch at sample  363: ref=0.8125, dut=0.770691
Mismatch at sample  364: ref=0.732819, dut=0.684174
Mismatch at sample  365: ref=0.64151, dut=0.586853
Mismatch at sample  366: ref=0.54007, dut=0.480255
Mismatch at sample  367: ref=0.430084, dut=0.366119
Mismatch at sample  368: ref=0.313354, dut=0.246185
Mismatch at sample  369: ref=0.191772, dut=0.122375
Mismatch at sample  370: ref=0.0671997, dut=-0.00335693
Mismatch at sample  371: ref=-0.0583191, dut=-0.129028
Mismatch at sample  372: ref=-0.182831, dut=-0.252686
Mismatch at sample  373: ref=-0.304413, dut=-0.372375
Mismatch at sample  374: ref=-0.421173, dut=-0.486176
Mismatch at sample  375: ref=-0.531281, dut=-0.592285
Mismatch at sample  376: ref=-0.633057, dut=-0.689087
Mismatch at sample  377: ref=-0.724884, dut=-0.774994
Mismatch at sample  378: ref=-0.805328, dut=-0.848694
Mismatch at sample  379: ref=-0.873108, dut=-0.909027
Mismatch at sample  380: ref=-0.927185, dut=-0.954987
Mismatch at sample  381: ref=-0.966644, dut=-0.985931
Mismatch at sample  382: ref=-0.990845, dut=0.998718
Mismatch at sample  383: ref=-0.99939, dut=0.999115
Mismatch at sample  384: ref=-0.992065, dut=-0.98468
Mismatch at sample  385: ref=-0.969025, dut=-0.952942
Mismatch at sample  386: ref=-0.930542, dut=-0.906189
Mismatch at sample  387: ref=-0.877258, dut=-0.845123
Mismatch at sample  388: ref=-0.809967, dut=-0.770752
Mismatch at sample  389: ref=-0.729767, dut=-0.684235
Mismatch at sample  390: ref=-0.637878, dut=-0.586914
Mismatch at sample  391: ref=-0.535767, dut=-0.480316
Mismatch at sample  392: ref=-0.425751, dut=-0.36618
Mismatch at sample  393: ref=-0.30899, dut=-0.246246
Mismatch at sample  394: ref=-0.187378, dut=-0.122437
Mismatch at sample  395: ref=-0.0628052, dut=0.0032959
Mismatch at sample  396: ref=0.0627747, dut=0.128998
Mismatch at sample  397: ref=0.187347, dut=0.252625
Mismatch at sample  398: ref=0.30896, dut=0.372314
Mismatch at sample  399: ref=0.42572, dut=0.486115
Mismatch at sample  400: ref=0.535736, dut=0.592224
Mismatch at sample  401: ref=0.637329, dut=0.689026
Mismatch at sample  402: ref=0.728851, dut=0.774933
Mismatch at sample  403: ref=0.808899, dut=0.848633
Mismatch at sample  404: ref=0.87619, dut=0.908966
Mismatch at sample  405: ref=0.929657, dut=0.954926
Mismatch at sample  406: ref=0.968445, dut=0.98587
Mismatch at sample  407: ref=0.991974, dut=-0.998779
Mismatch at sample  408: ref=0.999878, dut=-0.999176
Mismatch at sample  409: ref=0.991974, dut=0.984619
Mismatch at sample  410: ref=0.968445, dut=0.952881
Mismatch at sample  411: ref=0.929657, dut=0.906128
Mismatch at sample  412: ref=0.87619, dut=0.845062
Mismatch at sample  413: ref=0.808899, dut=0.770691
Mismatch at sample  414: ref=0.728851, dut=0.684174
Mismatch at sample  415: ref=0.637329, dut=0.586853
Mismatch at sample  416: ref=0.535736, dut=0.480255
Mismatch at sample  417: ref=0.42572, dut=0.366119
Mismatch at sample  418: ref=0.30896, dut=0.246185
Mismatch at sample  419: ref=0.187347, dut=0.122375
Mismatch at sample  420: ref=0.0627747, dut=-0.00335693
Mismatch at sample  421: ref=-0.0628052, dut=-0.129028
Mismatch at sample  422: ref=-0.187378, dut=-0.252686
Mismatch at sample  423: ref=-0.30899, dut=-0.372375
Mismatch at sample  424: ref=-0.425751, dut=-0.486176
Mismatch at sample  425: ref=-0.535767, dut=-0.592285
Mismatch at sample  426: ref=-0.63736, dut=-0.689087
Mismatch at sample  427: ref=-0.728882, dut=-0.774994
Mismatch at sample  428: ref=-0.808929, dut=-0.848694
Mismatch at sample  429: ref=-0.876221, dut=-0.909027
Mismatch at sample  430: ref=-0.929688, dut=-0.954987
Mismatch at sample  431: ref=-0.968475, dut=-0.985931
Mismatch at sample  432: ref=-0.992004, dut=0.998718
Mismatch at sample  433: ref=-0.999908, dut=0.999115
Mismatch at sample  434: ref=-0.992004, dut=-0.98468
Mismatch at sample  435: ref=-0.968475, dut=-0.952942
Mismatch at sample  436: ref=-0.929688, dut=-0.906189
Mismatch at sample  437: ref=-0.876221, dut=-0.845123
Mismatch at sample  438: ref=-0.808929, dut=-0.770752
Mismatch at sample  439: ref=-0.728882, dut=-0.684235
Mismatch at sample  440: ref=-0.63736, dut=-0.586914
Mismatch at sample  441: ref=-0.535767, dut=-0.480316
Mismatch at sample  442: ref=-0.425751, dut=-0.36618
Mismatch at sample  443: ref=-0.30899, dut=-0.246246
Mismatch at sample  444: ref=-0.187378, dut=-0.122437
Mismatch at sample  445: ref=-0.0628052, dut=0.0032959
Mismatch at sample  446: ref=0.0627747, dut=0.128998
Mismatch at sample  447: ref=0.187347, dut=0.252625
Mismatch at sample  448: ref=0.30896, dut=0.372314
Mismatch at sample  449: ref=0.42572, dut=0.486115
Mismatch at sample  450: ref=0.535736, dut=0.592224
Mismatch at sample  451: ref=0.637329, dut=0.689026
Mismatch at sample  452: ref=0.728851, dut=0.774933
Mismatch at sample  453: ref=0.808899, dut=0.848633
Mismatch at sample  454: ref=0.87619, dut=0.908966
Mismatch at sample  455: ref=0.929657, dut=0.954926
Mismatch at sample  456: ref=0.968445, dut=0.98587
Mismatch at sample  457: ref=0.991974, dut=-0.998779
Mismatch at sample  458: ref=0.999878, dut=-0.999176
Mismatch at sample  459: ref=0.991974, dut=0.984619
---------------------------------------
Testbench Results
Samples processed : 460
Mismatches        : 263
Status: FAIL [!!] (263 samples out of tolerance)
---------------------------------------
INFO [HLS SIM]: The maximum depth reached by any hls::stream() instance in the design is 460
INFO: [SIM 211-1] CSim done with 0 errors.
INFO: [SIM 211-3] *************** CSIM finish ***************
INFO: [HLS 200-112] Total CPU user time: 3 seconds. Total CPU system time: 1 seconds. Total elapsed time: 9.018 seconds; peak allocated memory: 273.629 MB.
INFO: [vitis-run 60-791] Total elapsed time: 0h 0m 14s
